model,beta,signal,run_id,seed,n1,n2,sample_dim,alpha,proposed_B,perm_nperm,pw_nperm,tune_reps,reps,selected_lam_l0,proposed_statistic,proposed_threshold,proposed_pvalue,proposed_reject,mmd_g_pvalue,mmd_g_reject,mmd_l_pvalue,mmd_l_reject,ed2_pvalue,ed2_reject,bg_pvalue,bg_reject,pw_pvalue,pw_reject,runtime_seconds,started_at,finished_at
A_mean_decay,0.2,0.16000000000000003,1,40260603,250,250,500,0.05,300,500,500,5,10,5.0,6.1613616943359375,6.895205974578857,0.2633333206176758,0,0.40400001406669617,0,0.37400001287460327,0,0.3580000102519989,0,0.09600000083446503,0,0.40400001406669617,0,3830.2065784931183,2026-06-02T16:04:05,2026-06-02T17:07:55
