model,beta,signal,observed_Tn,threshold,pvalue,reject,true_label,selected_lam_l0,selected_lam_l1,bootstrap_mean,bootstrap_sd,bootstrap_min,bootstrap_max,n1,n2,sample_dim,alpha,B,seed,runtime_seconds,started_at,finished_at
ModelA_mean_decay,0.0,0.0,11.900351524353027,13.93331241607666,0.726,0,0,50.0,4.035533905029297,12.432613499641418,0.9352841343421338,7.872476100921631,15.283941268920898,250,250,500,0.05,500,114514,2755.221359014511,2026-06-03T19:15:38,2026-06-03T20:01:33
ModelA_mean_decay,0.2,0.16000000000000003,13.697493553161621,13.904817581176758,0.084,0,1,50.0,4.035533905029297,12.46666515827179,0.9737261099351245,7.718913555145264,14.965883255004883,250,250,500,0.05,500,314514,2788.0984795093536,2026-06-03T20:01:33,2026-06-03T20:48:01
ModelA_mean_decay,0.4,0.32000000000000006,7.008337020874023,8.766011238098145,0.606,0,1,10.0,2.081138849258423,7.2620011854171755,1.0188112036921158,4.124238967895508,9.817203521728516,250,250,500,0.05,500,514514,2861.798714160919,2026-06-03T20:48:01,2026-06-03T21:35:43
ModelA_mean_decay,0.6,0.48,13.726118087768555,13.919342994689941,0.076,0,1,50.0,4.035533905029297,12.441702732086181,0.8833661333475131,9.419321060180664,16.623088836669922,250,250,500,0.05,500,714514,3088.423303604126,2026-06-03T21:35:43,2026-06-03T22:27:11
ModelA_mean_decay,0.8,0.6400000000000001,6.6896443367004395,3.968909502029419,0.0,1,1,1.0,1.0,3.260762246131897,0.36630163715016795,2.45359206199646,4.636072158813477,250,250,500,0.05,500,914514,135.29062032699585,2026-06-03T22:27:11,2026-06-03T22:29:27
ModelA_mean_decay,1.0,0.8,10.35708236694336,4.031235694885254,0.0,1,1,1.0,1.0,3.2694950771331786,0.3882098649008549,2.5171496868133545,4.784968376159668,250,250,500,0.05,500,1114514,96.39460754394531,2026-06-03T22:29:27,2026-06-03T22:31:03
